zipcode,longitude,latitude,is_for_sale,property_type,bedroom,bathroom,size,list_price,last_update
91935,-116.845473,32.721843,true,Single Family,4,3,4797,1.188e+06,1.482047342897293e+09
91935,-116.850586,32.7059,true,Single Family,4,3,4562,1.175e+06,1.482047338784048e+09
91935,-116.880126,32.712681,true,Single Family,3,2,2700,725000,1.482047365387528e+09
91935,-116.828257,32.727385,true,Single Family,4,4,2517,669000,1.482047354882742e+09
91935,-116.890109,32.742426,true,Single Family,5,5,4006,1.349e+06,1.482047377909477e+09
91935,,,false,,0,0,0,249000,1.482047373882443e+09
91935,-116.860634,32.728645,true,Single Family,4,3,2781,700000,1.482047414165098e+09
91935,-116.848368,32.725603,true,Single Family,3,2.5,2148,525000,1.48204738587945e+09
91935,-116.901797,32.743507,true,Multi Family,5,8,7373,2.499e+06,1.482047401924199e+09
91935,,,false,,0,0,0,219000,1.482047406184506e+09
91935,-116.81322,32.71954,false,,40,0,0,158000,1.482047394018906e+09
91935,-116.768458,32.72573,true,Single Family,3,2,2435,648000,1.482047381912794e+09
91935,-116.888893,32.710963,true,Single Family,3,2,1664,474900,1.482047389977249e+09
91935,-116.875916,32.740232,true,Single Family,3,2,3460,999000,1.482047398012606e+09
91935,-116.881543,32.719374,true,Single Family,4,3,3146,679900,1.481961926749634e+09
91935,-116.881243,32.718472,true,Single Family,3,4,2511,715000,1.48204741009033e+09
91935,-116.898047,32.742078,false,Single Family,5,3.5,4474,,1.482047422202234e+09
91935,-116.899835,32.741849,true,Single Family,5,7,6700,2.35e+06,1.481961937905505e+09
91935,-116.853458,32.741946,false,Single Family,4,3,3272,,1.48204743051543e+09
91935,-116.849381,32.732788,false,Single Family,4,4.5,5500,,1.482047434627354e+09
91935,-116.842228,32.73407,false,Single Family,4,3,2465,,1.481961948908471e+09
91935,-116.873896,32.722054,false,Single Family,4,2.5,2797,,1.481961955837352e+09
91935,-116.848683,32.723776,false,Single Family,4,3.5,3048,,1.482047438532221e+09
91942,-117.037082,32.77773,true,Single Family,5,3,3016,675000,1.482045821207713e+09
91942,-117.03156,32.767958,true,Townhouse,2,3,1313,369900,1.482045813170848e+09
91942,-117.050965,32.759076,true,Single Family,4,2,1724,589000,1.481971418044087e+09
91942,-116.99143,32.79451,false,Single Family,4,2,2027,525000,1.481961978161823e+09
91942,-117.034719,32.789821,true,Single Family,6,3,2350,649000,1.482045817092102e+09
91942,-117.044802,32.763647,true,Single Family,3,2,1500,600000,1.48204582518491e+09
91942,-117.034462,32.784488,true,Townhouse,2,2,1068,284900,1.482045846382732e+09
91942,-117.051071,32.764172,true,Single Family,9,5,3,1.1e+06,1.482045866637529e+09
91942,-117.035885,32.784255,true,Condo,2,2,1038,319900,1.482045854577319e+09
91942,-117.046386,32.776851,true,Single Family,3,2,1727,610000,1.482045842307667e+09
91942,-117.02475,32.77611,true,Single Family,3,3,1896,556500,1.482045850473047e+09
91942,-117.033229,32.764609,true,Single Family,3,3,1896,556500,1.482045862611317e+09
91942,-116.996878,32.781087,true,Single Family,3,2,1661,575000,1.482045886931803e+09
91942,-116.988404,32.789344,false,Single Family,6,7,4843,699900,1.482045870698289e+09
91942,-117.018536,32.784947,false,,3,2,1770,,1.482045878918449e+09
91942,-117.035865,32.789734,true,Single Family,3,3,1844,585000,1.482045874897795e+09
91942,-117.01232,32.77053,true,Condo,2,3,1350,389000,1.48204589104709e+09
91942,-117.038172,32.770435,true,Single Family,3,3,1718,499900,1.482045903330832e+09
91942,-117.034484,32.761592,true,Single Family,2,1,846,455000,1.482045912121775e+09
91942,-116.991344,32.782922,true,Single Family,3,3,1911,549900,1.482045895130799e+09
91942,-117.032288,32.762079,true,Single Family,3,2,1415,479500,1.48204588288488e+09
91942,-116.999564,32.791812,true,Single Family,2,1,824,439000,1.482045916247795e+09
91942,-116.995216,32.782663,true,Single Family,4,2,2343,735000,1.482045924433732e+09
91942,-117.0374,32.76664,true,Single Family,3,2,1291,539900,1.482045920352229e+09
91942,-117.042023,32.76077,true,Single Family,3,2,1352,499000,1.482045899238049e+09
91942,-117.035885,32.784255,true,Condo,2,2,1038,295000,1.481962074110148e+09
91945,-117.016731,32.738844,true,Single Family,2,2,1024,399000,1.482041558381877e+09
91945,-117.040783,32.734133,true,Single Family,3,2,1469,350000,1.482041553548872e+09
91945,-117.034364,32.727977,true,Single Family,4,4,2412,549000,1.482041574241389e+09
91945,-117.042014,32.722504,true,Single Family,3,2,1225,419000,1.48204156594705e+09
91945,-117.0442,32.720799,true,Single Family,4,3,1950,565000,1.482041570057265e+09
91945,-117.048488,32.732239,true,Single Family,4,2,1453,479000,1.482041586924518e+09
91945,-117.02467,32.743049,true,Miscellaneous,0,0,0,825000,1.482041591305287e+09
91945,-117.0185,32.73803,true,Single Family,3,2,1750,350000,1.482041599427485e+09
91945,-117.036055,32.738227,true,Single Family,2,1,988,368888,1.482041603901609e+09
91945,-117.026958,32.740646,true,Multi Family,5,4,3260,650000,1.482044209065953e+09
91945,-117.040512,32.733683,true,Single Family,3,2,1353,450000,1.482041608069095e+09
91945,-117.046649,32.727252,false,,3,2,999,,1.482041612060547e+09
91945,-117.02895,32.74282,true,Miscellaneous,0,2,2500,565000,1.482044205041513e+09
91945,-117.037812,32.724193,true,Single Family,2,1,1026,399000,1.482044213119239e+09
91945,-117.026135,32.744574,false,Condo,2,2,1022,,1.481962136097974e+09
91945,-117.047396,32.733051,false,Single Family,5,2.5,1948,,1.482044229624259e+09
91945,-117.016389,32.733663,false,Single Family,3,2,1167,,1.482044241445401e+09
91945,-117.035179,32.735934,false,Single Family,3,1,1018,,1.48196214715781e+09
91945,-117.033093,32.739237,false,,3,3,1194,,1.482044233547281e+09
91945,-117.013337,32.740309,false,,4,3,2084,,1.481962154607143e+09
91945,-117.026218,32.744512,false,,2,2,1022,,1.481962158288973e+09
91945,-117.045285,32.727455,false,,3,1.5,1023,,1.481962162544598e+09
91945,-117.016242,32.728386,false,Single Family,3,2.5,1464,,1.482044237477358e+09
91945,-117.029446,32.729933,false,,4,2,1288,,1.481962172793914e+09
91945,-117.0383,32.725706,false,Single Family,3,1.5,1064,,1.482044249296935e+09
91945,-117.024959,32.731499,false,Single Family,4,2.5,1660,,1.481962180146148e+09
91950,-117.09002,32.674709,true,Single Family,3,2,1801,465000,1.482046210130266e+09
91950,-117.079221,32.671872,true,Single Family,4,2,1642,425000,1.482046214211746e+09
91950,-117.071343,32.682952,false,Single Family,4,2,1694,469000,1.482046230212528e+09
91950,-117.08434,32.690542,true,Single Family,3,3,1630,448000,1.482046242479779e+09
91950,-117.074974,32.687981,false,,4,3,1577,,1.482046222174852e+09
91950,-117.095532,32.686374,false,Single Family,4,3,1638,435000,1.482046238380848e+09
91950,-117.100118,32.666372,true,Single Family,2,1,1080,360000,1.482046246484419e+09
91950,-117.077696,32.678524,true,Single Family,2,1,768,353000,1.482046250479286e+09
91950,-117.084256,32.685729,false,,2,3,3676,,1.482046254473308e+09
91950,-117.077082,32.685194,false,,2,2.5,1452,,1.482046258433376e+09
91950,-117.077082,32.685194,false,,2,2.5,1452,,1.482046262554574e+09
91950,-117.108323,32.66855,false,Single Family,2,1,1054,,1.482046270638317e+09
91950,,,false,,0,0,0,749000,1.482046281337338e+09
91950,-117.096394,32.681492,true,Single Family,2,1,800,315000,1.482046266637e+09
91950,-117.070969,32.687686,true,Single Family,3,2,1068,383000,1.482046297395718e+09
91950,-117.088127,32.681592,true,Townhouse,3,3,1661,365000,1.48204629331275e+09
91950,-117.074795,32.669915,true,Single Family,3,2,1108,375000,1.482046289238766e+09
91950,-117.086295,32.674632,true,Condo,4,2,1382,249900,1.482046301471346e+09
91950,-117.098446,32.682814,true,Condo,1,1,378,129900,1.481962254529414e+09
91950,-117.0658,32.66245,true,Mobile / Manufactured,2,2,1440,99900,1.481962258168547e+09
91950,-117.108561,32.667499,false,Single Family,2,1,849,,1.481962266374215e+09
91950,-117.107452,32.66631,false,,5,3,1799,,1.481962270058932e+09
91950,-117.094745,32.671329,false,Single Family,2,2,1355,,1.481962273813693e+09
91950,-117.096828,32.663054,false,Multi Family,5,3,2007,,1.481962277673103e+09
91950,-117.057216,32.65728,false,Single Family,4,2.5,2068,,1.481962281344843e+09
91950,-117.097304,32.667865,false,,2,1,988,,1.481962285083049e+09
91962,-116.41486,32.72743,true,Single Family,4,3,2800,525000,1.482048742732176e+09
91962,-116.41486,32.72743,false,,3.46,0,0,249000,1.482048754617678e+09
91962,-116.522598,32.826396,false,Single Family,4,3,2220,,1.482048774404531e+09
91962,-116.414472,32.720267,false,,0,0,533,,1.482048806404233e+09
91962,-116.52823,32.829873,false,Single Family,3,2,1740,,1.482048782527357e+09
91962,-116.526976,32.826036,false,Single Family,2,2,1637,,1.482048790480536e+09
91962,-116.530682,32.819434,true,Single Family,3,2,1774,439000,1.482048798285642e+09
91962,-116.526213,32.841926,false,Single Family,3,3,1752,,1.482048770545388e+09
91962,-116.392025,32.707099,false,,35.34,0,0,215000,1.482048818045851e+09
91962,-116.525697,32.838096,true,Single Family,3,2,1725,420000,1.482048802333891e+09
91962,-116.520107,32.822353,true,Single Family,3,2,1248,370000,1.482048810305856e+09
91962,,,false,,0,0,0,112500,1.482048822053941e+09
91962,-116.535207,32.823587,true,Single Family,3,2,2700,508000,1.48204881414771e+09
91963,-116.607619,32.652873,false,,66,0,0,149900,1.482037341375245e+09
91963,-116.609734,32.642162,true,Single Family,2,2,1600,590000,1.482037354206878e+09
91963,,,false,,0,0,0,90000,1.482037363214167e+09
91963,-116.648409,32.631644,true,Single Family,3,2,1280,374900,1.482037358686809e+09
91963,-116.608692,32.648926,false,,40,0,0,193000,1.482037367874261e+09
91963,-116.589836,32.609634,false,,40,0,0,249000,1.482037371873741e+09
91963,-116.655809,32.646182,false,,10,0,0,,1.481962401990185e+09
91963,-116.642837,32.633071,false,,2.7,0,0,88000,1.482037376485745e+09
91978,-116.971423,32.717122,true,Single Family,3,3,2577,625000,1.48204592843178e+09
91978,-116.970668,32.740627,true,Single Family,4,3,1738,390000,1.482045932472975e+09
91978,-116.959375,32.737972,true,Single Family,3,2,1825,510000,1.482045940609504e+09
91978,-116.970079,32.714169,true,Single Family,5,4,2920,659000,1.482045936455417e+09
91978,-116.957264,32.730252,true,Single Family,4,2,1840,475000,1.482045948825744e+09
91978,-116.958271,32.727389,true,Single Family,4,2,1372,469400,1.482045957012198e+09
91978,-116.963116,32.731544,true,Mobile / Manufactured,3,2,1600,115500,1.4820459528802e+09
91978,-116.957904,32.727061,true,Single Family,4,2,1741,425000,1.482045965082125e+09
91978,-116.95827,32.729253,true,Single Family,2,2,1207,455000,1.482045978485023e+09
91978,-116.970098,32.714981,true,Single Family,4,3,2577,599900,1.481962449103085e+09
91978,-116.966206,32.732132,true,Single Family,4,3,2272,539900,1.48204596931925e+09
91978,-116.95997,32.730939,true,Mobile / Manufactured,2,1,675,17500,1.482045982504168e+09
91978,-116.960632,32.727058,true,Mobile / Manufactured,4,2,1568,60000,1.482045990574818e+09
91978,-116.941788,32.712971,true,Mobile / Manufactured,2,2,1056,50000,1.482045986450551e+09
91978,-116.963112,32.718114,false,Single Family,5,4,3170,,1.482046006764777e+09
91978,-116.9616,32.733739,false,Condo,3,2,1059,,1.48204604069216e+09
91978,-116.96677,32.72026,false,,4,4,2920,,1.482046002841399e+09
91978,-116.96312,32.731651,true,Mobile / Manufactured,2,2,960,65900,1.482045998726789e+09
91978,-116.96577,32.736547,false,,2,2,1066,,1.482046027062157e+09
91978,-116.960632,32.727058,true,Mobile / Manufactured,3,2,1040,60000,1.482046019028139e+09
91978,-116.918658,32.723849,false,Single Family,5,3.5,4280,,1.482046010812566e+09
91978,-116.959019,32.730581,true,Single Family,3,2,1032,399900,1.482046014790914e+09
91978,-116.960632,32.727058,true,Mobile / Manufactured,3,2,1040,60000,1.482045994696201e+09
91978,-116.960632,32.727058,true,Mobile / Manufactured,3,2,1680,50000,1.481962504645314e+09
91978,-116.919985,32.72973,false,Single Family,3,2,1492,,1.48204602312852e+09
91978,-116.968845,32.741846,false,Single Family,3,1,1214,,1.482046031076e+09
91977,-116.983054,32.715576,true,Single Family,6,5,4400,798000,1.482037859908362e+09
91977,-116.988858,32.752228,true,Single Family,4,4,2500,750000,1.482037824108971e+09
91977,-116.991548,32.718532,true,Single Family,3,2,1400,425000,1.48203781161178e+09
91977,-116.979683,32.72793,true,Single Family,3,2,1370,399000,1.482037832237654e+09
91977,-116.983685,32.734167,true,Single Family,4,2,1618,469900,1.482037807287054e+09
91977,-116.973333,32.748389,true,Single Family,3,2,1890,539999,1.482037851315982e+09
91977,-117.014699,32.696261,true,Condo,2,2,862,255000,1.482037815772357e+09
91977,-116.988222,32.70631,true,Single Family,3,2,1437,459900,1.482037855827658e+09
91977,-117.013456,32.727305,true,Townhouse,4,3,1544,403900,1.482037828180521e+09
91977,-116.97022,32.747256,true,Single Family,3,2,1896,549000,1.482037843082408e+09
91977,-116.974465,32.739935,true,Single Family,4,2,1942,479000,1.482037847179027e+09
91977,-116.985984,32.721742,true,Single Family,4,4,2468,531850,1.482037864238539e+09
91977,-117.007924,32.721964,false,Single Family,3,2,1462,,1.482037868541164e+09
91977,-116.987689,32.709595,true,Single Family,3,2,1064,389000,1.482037872640015e+09
91977,-116.978624,32.7348,false,Single Family,4,3,1534,335000,1.482037881008041e+09
91977,-116.985708,32.709558,true,Single Family,3,2,1185,374900,1.482037907247575e+09
91977,-116.986409,32.754513,true,Single Family,3,2,1144,475000,1.482037898619842e+09
91977,-117.002062,32.720146,true,Condo,2,2,930,239000,1.482037911337399e+09
91977,-117.016138,32.711008,false,Single Family,4,1,1366,420000,1.481962598453107e+09
91977,-117.003006,32.702076,true,Single Family,4,2,1353,445000,1.482037919503264e+09
91977,-116.995804,32.727794,true,Single Family,3,2,1350,468888,1.482037915399948e+09
91977,-116.992547,32.718677,true,Single Family,4,3,2168,530000,1.481962609877437e+09
91977,-117.01478,32.712078,true,Single Family,3,1,1034,279000,1.482037923828702e+09
91977,-117.00103,32.735906,false,,2,1,936,,1.481962624712424e+09
91980,-116.617828,32.590398,true,,0,0,0,65000,1.482049457478277e+09
91980,-116.635509,32.585593,false,,28.75,0,0,39000,1.482049465533292e+09
91980,-116.631121,32.58314,false,,112,0,0,9.6e+06,1.482049469514307e+09
91980,-116.63176,32.58456,false,,36.6,0,0,745000,1.48204946154611e+09
92004,-116.327234,33.192076,true,Condo,2,2,1168,104900,1.482037442512823e+09
92004,-116.382601,33.290118,true,Single Family,2,3,2305,250000,1.482037438262109e+09
92004,-116.391609,33.222503,true,Single Family,3,4,2254,399000,1.482037446840043e+09
92004,-116.155453,33.138602,true,Single Family,4,2,2320,275000,1.482037455217224e+09
92004,-116.391456,33.287373,true,Single Family,2,2,1565,265000,1.482037466276819e+09
92004,-116.387716,33.289878,true,Single Family,3,3,3209,499000,1.482037451050325e+09
92004,-116.383397,33.289822,true,Single Family,3,3,2305,279000,1.482037474893974e+09
92004,-116.363314,33.260447,true,Mobile / Manufactured,2,2,1440,9000,1.482037470820396e+09
92004,-116.325907,33.191737,true,Single Family,3,2,1235,149000,1.482037479250912e+09
92004,-116.382293,33.255889,true,Townhouse,2,3,1286,89900,1.482037500255822e+09
92004,-116.372694,33.255228,true,Single Family,3,2,1539,99000,1.482037483469586e+09
92004,-116.282532,33.20769,false,,154.12,0,0,1.54e+06,1.48203749207072e+09
92004,-116.322128,33.191265,true,Single Family,2,2,1765,399000,1.482037487829687e+09
92004,-116.327558,33.189071,true,Single Family,0,0,0,25000,1.482037504476973e+09
92004,-116.363197,33.312965,true,Single Family,3,2,1888,245000,1.481962712453837e+09
92004,-116.37439,33.244732,true,Multi Family,4,4,2222,250000,1.481962720998885e+09
92004,,,true,Single Family,0,0,0,275000,1.482037496168321e+09
92004,-116.340427,33.208351,false,,4,3.5,2504,,1.482037535231581e+09
92004,-116.36737,33.235885,true,Mobile / Manufactured,2,2,1296,35000,1.482037525247619e+09
92004,-116.137715,33.140538,true,Single Family,3,2,1280,170000,1.482037517060901e+09
92004,-116.39532,33.283172,true,Condo,3,2,1990,188000,1.482037512828173e+09
92004,-116.373063,33.254748,false,Single Family,3,1,1040,102000,1.482037508675201e+09
92004,-116.384139,33.287486,true,Single Family,3,4,2800,369000,1.482037521215149e+09
92004,-116.125091,33.097783,false,,0,0,0,8900,1.482037552106431e+09
92004,-116.323602,33.19072,true,Single Family,3,2,1910,262000,1.482037543727377e+09
92004,-116.317481,33.189163,true,Single Family,2,2,1986,390000,1.48203754803464e+09
92003,-117.190985,33.293369,true,Single Family,3,2,2116,749000,1.482049721408232e+09
92003,-117.235641,33.296157,false,,10,0,0,570000,1.482049729474342e+09
92003,-117.217019,33.277063,true,Single Family,4,5,4040,909000,1.48204972557018e+09
92003,-117.153701,33.284492,true,Single Family,4,4,2912,795000,1.482049733426104e+09
92003,-117.181216,33.272516,false,,5.26,0,0,325000,1.482049745381306e+09
92003,-117.189836,33.28796,true,Single Family,2,3,2500,899900,1.482049737406453e+09
92003,-117.179601,33.281821,true,Single Family,3,4,3600,1.150747e+06,1.482049741378184e+09
92003,-117.209594,33.274205,false,,4,4.5,4040,,1.482049783810907e+09
92003,-117.158543,33.283934,false,Single Family,5,3.5,4034,,1.482049767607308e+09
92003,-117.21147,33.294272,false,Condo,3,2.5,1352,,1.48204977571182e+09
92003,-117.201322,33.267859,false,Single Family,3,4.5,5209,,1.482049753383115e+09
92003,-117.216385,33.283409,false,Single Family,4,3,3422,,1.482049791678151e+09
92003,-117.194743,33.293241,false,Single Family,4,1.5,1664,,1.482049803420563e+09
92003,-117.168696,33.287615,false,Single Family,4,2.5,2490,,1.482049799475448e+09
92003,-117.156387,33.305698,true,Single Family,3,2,1404,499000,1.482049787722096e+09
92003,-117.247,33.2811,true,Single Family,1,1,1000,395995,1.482049763676737e+09
92003,-117.21173,33.29336,true,Condo,2,1,900,229000,1.482049749362808e+09
92003,-117.196357,33.269844,false,,4,3,3474,,1.482049771636408e+09
92003,-117.232544,33.262464,true,Single Family,5,6,5065,1.495e+06,1.482049779627059e+09
92003,-117.212328,33.292934,true,Townhouse,2,2,1444,339500,1.482049795563024e+09
92003,-117.2391,33.279899,false,Single Family,4,3,3018,685000,1.482049815876078e+09
92003,-117.206349,33.27997,true,Single Family,4,0,2001,1.175e+07,1.482049807347371e+09
